Dialogue_ID,Utterance_ID,Response
184,15,"I'm so sorry, that sounds really frustrating."
184,16,It sounds like you're feeling pretty down on yourself right now.
184,17,"I'm so sorry, I didn't realize it was that bad."
184,18,"Wow, that stings."
184,19,"I'm so sorry, I didn't realize."
184,20,I can't believe you'd do that.
184,21,I am so sorry!
185,0,It's from an old friend.
185,1,"Oh, that's thoughtful of him."
185,2,That's really sweet.
185,3,He remembered my birthday.
185,4,"Wow, that's so sweet."
185,5,That's so sweet.
185,6,That's so sweet.
185,7,That's so sweet.
185,8,He really does care.
185,9,"He really does care, doesn't he?"
185,10,"He's always been a romantic, hasn't he?"
185,11,"Oh, I'm so sorry; I didn't mean to bring that up."
185,12,"Oh, honey, are you okay?"
185,13,I'm so sorry.
186,0,"Me too, it's the best part of my day."
186,1,"Me too, I wish we could."
186,2,"Me too, it sounds like a dream."
186,3,That sounds like a perfect start to the day.
186,4,What's wrong?
186,5,What's wrong?
187,0,"Oh no, that sounds like a letdown."
187,1,I'm sorry to hear that.
187,2,Hi Bonnie!
187,3,"Yes, I am."
187,4,I just... I can't believe it.
187,5,"It's okay, I understand how that could be a little jarring."
187,6,"Oh wow, that must feel really different."
187,7,"Yeah, I can imagine that would make a big difference."
187,8,"Thank you, I will."
187,9,I'm glad we could clear up any confusion.
188,0,I can see why you would.
188,2,That must be a relief.
188,3,I understand your need to protect yourself.
188,4,I feel like you're blaming me.
188,5,I can see you're feeling frustrated.
188,6,You sound frustrated.
189,0,I understand your worry; that would be so unsettling.
189,1,I'm so worried about him.
189,2,I understand your worry.
189,3,"Oh, you poor thing, that sounds awful."
189,4,"I'm so sorry, I didn't mean to upset you."
189,5,"Oh, thank goodness, I was so worried!"
189,6,I was so worried.
189,7,I was so worried!
189,8,I can tell you were really worried about him.
189,9,I was worried sick!
189,10,You had us really worried.
189,12,"I am so happy for you, but also, I'm so worried."
189,13,You seem really upset.
189,14,I can see you're really excited about this.
189,15,"Oh, wow, that sounds like it was rough."
190,0,I'm glad you think so.
190,1,You guys make *what*?
190,2,I'm glad you think so.
190,3,You okay?
190,4,That's a lot to think about.
190,5,"It's a little scary, isn't it?"
190,6,That must feel amazing.
190,7,I understand this is a big step.
191,0,"Whoa, okay, I didn't mean to get so close."
191,1,"Seriously, it's brand new!"
191,2,"I'm doing okay, just a little preoccupied."
191,3,"It's a beautiful car, isn't it?"
191,4,That must be a great feeling.
191,5,"Aww, I bet she looks beautiful."
191,6,That sounds like fun!
192,0,"Oh, I'm so sorry to hear that."
192,1,I'm so sorry to hear that.
192,2,"Oh, that must have been so difficult."
192,3,I understand that you're feeling hurt and overlooked.
192,4,That must have been a difficult choice to make.
192,5,"I understand, it must be tough to process all of this."
192,6,I can see you're really happy about it.
192,7,"I understand, it must be a lot to process."
193,0,I'm so sorry you're being treated that way.
193,1,Thanks!
193,2,"It really is, isn't it?"
193,3,That's a really good idea!
193,4,It sounds like you're really not into that idea.
193,5,I don't think I could do that.
193,6,I can hear your disappointment.
193,7,It's hard when you feel like your art is being undervalued.
194,0,"It's okay, I understand."
194,1,"Oh no, I can already tell this is going to be rough."
195,0,"Yes, please, I'm trying to understand."
195,1,"Yes, I believe that is correct, sir."
195,2,It sounds like you've got your work cut out for you.
195,3,I understand it can be frustrating when you're particular about your coffee.
195,4,I'm sorry you feel that way.
195,5,I understand.
195,6,You must be really tired.
195,7,"I know, right?"
195,8,"I know, right?"
195,9,"Yeah, I probably would."
195,10,"It's hard to resist a celebrity crush, isn't it?"
195,11,I can't believe you said that.
195,12,"It's just a little intimidating, right?"
195,13,"I'm sorry, I didn't mean it like that."
195,14,"Ouch, that stings."
195,15,You really think I'd be okay with that?
195,16,"You really would, wouldn't you?"
195,17,"You know, I wouldn't mind being an alternate."
195,18,"I know, right?"
195,19,I can’t believe you're actually doing this!
196,0,I understand.
196,1,I just need some space right now.
196,2,I understand wanting to move and have fun.
197,0,I'm so glad you feel that way.
197,1,"I'm so sorry, I didn't mean to upset you."
197,2,"Oh, Joey, you startled me!"
197,3,"I doubt it, but I just thought I'd say hello."
197,4,"I'm sorry, I don't recognize you."
197,5,I'm glad you remember.
197,6,I get that.
197,7,Are you okay?
198,0,That's wonderful to hear.
198,1,Okay.
198,2,You're welcome.
198,3,I'm glad I could help.
198,4,"Oh, no, what's wrong?"
198,5,I can see that would be frustrating.
198,6,"I know, it's so frustrating when it feels like you're stuck."
199,0,It sounds like you feel bad about that.
199,1,We just want you to be comfortable.
199,2,I'm so glad to hear that!
199,3,That's wonderful!
199,4,It was for the local animal shelter.
199,5,"Oh, I can see that's a little vague."
199,6,It's wonderful that you were able to contribute to such a worthy cause.
199,7,Hey!
199,8,"Oh no, what did he say?"
199,9,"Oh, wow!"
199,10,This is so awkward.
199,11,"I know, right?"
200,0,"No, not really, I don't think so."
200,1,"Oh, that's really disappointing to hear."
200,2,"I'm so sorry, that must feel awful."
200,3,That's so disappointing.
200,4,"I understand, that's really frustrating."
200,5,It’s so frustrating when someone lets you down.
200,6,That sounds like a good plan.
200,7,That sounds like a plan.
200,8,"Yeah, I think that might work."
200,9,"Good, I'm glad you agree!"
201,0,"Yes, doorknob."
201,1,"Oh, yeah, I'm listening."
201,2,I'm glad you're interested.
201,3,"I understand, it's okay to take things slow."
201,4,I understand.
201,5,I understand.
201,6,"Oh, wow."
201,7,"Oh, wow, okay."
201,8,"Oh, wow."
201,9,I can see how that might be a little frustrating.
202,0,Hey there.
202,1,I feel really lost.
202,2,"Oh, wow, that sounds incredibly stressful."
202,3,I'm so sorry to hear that.
202,4,That sounds incredibly stressful.
202,5,I can only imagine how overwhelming that must feel.
202,6,That's such a relief.
202,7,I don't even know where to begin...
202,8,You must be so relieved.
202,9,I'm so sorry.
202,12,You must be so overwhelmed right now.
202,13,"You did a great job, and that's what matters."
202,14,I can't wait!
202,15,"I don’t know, but I’m excited to find out!"
202,16,I can't believe this is happening.
203,0,"Oh wow, that's so exciting!"
203,1,"Yes, feel!"
203,2,"Oh man, I wish I could!"
203,3,It was just a little bit ago.
203,4,"Oh, wow, that must have been an amazing moment."
203,5,"Oh, that must have been so sweet."
204,0,I'm not sure I'm comfortable with that right now.
204,1,"Oh, wow, that must have been so intense."
204,2,"Wow, that must have been incredibly difficult."
204,3,I'm ready.
204,4,I miss you so much.
204,5,"Oh, honey, I'm so sorry to hear that."
204,6,It must be so hard to make that decision alone.
204,7,I'm so sorry to hear you say that.
204,8,It sounds like you're really trying to make a fresh start.
204,9,It sounds like you're really trying to make a new life for yourself.
204,10,"I'm so sorry, that must be so hard."
204,11,I'm here for you.
204,12,It sounds like you're trying to find your place.
204,13,It sounds like you're feeling a bit stuck.
205,0,"That would be so great, thank you!"
205,1,"Of course, we can make that happen."
205,2,That would be really nice.
205,3,I know how much that means to you.
205,4,I can't believe this is happening.
205,5,It sounds like you're feeling a bit relieved.
205,6,It sounds like you're really touched by them.
206,0,"Yes, my son."
206,1,"Oh, I see."
206,2,"Oh, that must have been so confusing and frustrating for you."
206,3,It sounds like this is all very confusing and upsetting.
206,4,"Oh, no, that sounds awful!"
206,5,"Oh, I am so sorry."
206,6,"Oh, you poor thing, let me help."
206,7,That sounds really frustrating.
206,8,It sounds like you're really frustrated and upset right now.
206,9,I understand this is hard.
206,10,Because I'm the one with the leg cramps!
206,11,I'm so sorry; this is really hard.
206,12,I'm so sorry you're feeling this way.
206,13,"I'm sorry, that sounds incredibly uncomfortable."
206,14,"I'm so sorry, that sounds incredibly frustrating."
206,15,I'm so sorry you're going through this.
206,16,"I'm so sorry, this must be incredibly frustrating."
206,17,I'm so sorry.
206,18,"It's okay, I understand you're frustrated right now."
207,0,"Oh, honey, it sounds like you're feeling embarrassed and a little mortified right now."
207,1,"Oh dear, I am so sorry, I didn't mean to say that!"
207,2,I can see why that might be a bit mortifying.
207,3,"Oh, wow, you must be mortified!"
207,4,"Oh, honey, I can see that you're a little flustered right now."
207,5,I didn't?
207,6,I think you're a little flustered right now.
207,7,"Oh, that's a relief."
207,8,I can see why you'd find that interesting.
207,9,I'm all ears.
207,10,I can see you're trying to be charming.
207,11,"Oh, that's so sweet!"
207,12,"No, but I do like to cook."
207,13,"That sounds like a lot of work, but exciting too."
207,14,"It's exciting and a little scary, isn't it?"
207,15,I'm just trying to find a quiet corner to think.
207,16,"I understand, it can be frustrating when a conversation is interrupted."
207,17,"Oh, I'm so sorry, I didn't realize."
207,18,I just want to enjoy my dinner with my friends.
207,19,"I'm sorry, I didn't realize I was interrupting."
208,0,"Oh no, that's so frustrating after all that work!"
208,1,"Ugh, that's the worst feeling ever."
208,2,I remember how frustrating that felt.
208,3,"Oh, man, that would have been so frustrating."
208,4,I was really disappointed I didn't get to capture that bird.
208,5,It sounds like you're really disappointed.
208,6,"Oh no, that's the worst!"
208,7,"Oh, that's a bummer, I'm so sorry!"
208,8,"Oh, that's a bummer, let's get those pants off quickly then."
208,9,"Oh no, that's so frustrating!"
208,10,"I'm sorry, that sucks."
208,11,What happened?!
208,12,"I know, right?"
208,14,"It's alright, I'm sure we can figure something out."
208,15,"I know, right?"
208,16,"I know, right?"
209,0,"Okay, I'm ready."
210,0,"Oh, that's wonderful!"
210,1,"The one I've been looking for forever, of us at the beach."
210,2,"Oh, wow... I understand this must be incredibly upsetting."
210,3,"I'm sorry, I was desperate."
210,4,I can explain everything.
210,5,"I'm so sorry, Vincent."
210,6,"I'm so sorry, Vincent."
210,7,"Yeah, it was really intense."
210,8,I felt it too.
210,9,Thanks.
210,10,"Wow, you seem really down."
211,0,"You can imagine how happy they were, right?"
211,1,I imagine that's a bit daunting.
211,2,It's a big step.
211,3,"It was a bit of a disaster, actually."
211,5,"Wow, that must have been a lot to process."
211,6,"Wow, that must've been a shock."
211,7,That sounds like a pretty stressful time.
211,8,That sounds like it was pretty embarrassing.
211,9,"Oh, honey, I can only imagine how mortifying that was."
211,10,That sounds like a lot of pressure.
211,11,"I know, it's a lot to process."
211,12,"I'm so sorry, Chandler."
211,13,"I'm so sorry, Chandler, I can only imagine how upsetting this is."
211,14,"Oh, honey, that sounds disappointing."
212,0,"Ouch, that sounds painful."
212,1,Ouch!
212,2,"Oh, I bet that felt good!"
212,3,"Oh no, that sounds really painful!"
212,4,"Yes, it definitely wasn't."
212,5,"I'm so sorry, that sounds awful."
212,6,"Oh, honey, I am so sorry!"
212,7,"Ouch, I can imagine that stings!"
212,8,"I'm so sorry, that sounds awful."
212,9,"I'm so sorry, that sounds awful."
213,0,That's completely okay; we all are.
213,1,"That's okay, we all start somewhere."
213,2,I can see you're really excited about this!
213,3,I'm just feeling a bit self-conscious.
213,4,"Oh, that stings, doesn't it?"
214,0,"I know, it's so exciting!"
214,1,"David, my ex!"
214,2,"Oh, wow, that must have been incredibly painful."
214,3,I can't believe he's here.
214,4,I can only imagine how you're feeling right now.
214,5,I can't believe he's here.
214,6,"Phoebe, hi."
214,7,"Oh, so you're back then."
214,8,"It's good to see you too, Phoebe."
214,9,You must be so surprised.
214,10,It must feel so strange seeing each other again after all this time.
215,0,That's so exciting!
216,0,"It's okay, I know you didn't mean for things to go that way."
216,1,I appreciate you saying that.
216,2,"Yeah, it sounds like a lot of people are involved."
217,0,I understand.
218,1,I'm here for you.
218,2,"Yeah, it's a pretty standard practice."
218,3,"Right, so you feel like there's a separation there?"
218,4,"Oh, honey, I'm so sorry to hear that."
218,5,It sounds like that really hurts.
218,6,"I'm sorry, Ross, that sounds really isolating."
218,7,It just feels like I'm always on the outside looking in.
218,8,"Yeah, I get it."
218,9,It just feels like you're on your own sometimes.
218,10,"I get that, man."
218,11,"Yeah, see ya."
218,12,I'm glad you're still feeling included.
219,0,That must have been really embarrassing.
219,1,"I'm sorry, that must have felt embarrassing."
219,2,I guess it's just frustrating to feel like you're singled out.
219,3,"Oh, that's rough, I would have been mortified."
219,4,"Oh, that must have been mortifying for him."
219,5,I guess it's not fun to be the only one.
219,6,"Oh, honey, I can totally relate to having a Thanksgiving that just goes off the rails."
219,7,It was the one where they all knew she was pregnant.
219,8,"It's okay, you don't have to if you don't want to."
219,9,"I understand, it can be hard to talk about painful memories."
219,10,It sounds like you're really dreading this.
219,11,It sounds like you're really dreading bringing up this memory.
219,12,"Okay, I get that this is a really sensitive topic for you."
220,0,Hey there.
220,1,I'm feeling really down today.
220,2,Hey! How are you doing?
220,3,"Oh, honey, no need to apologize."
220,4,It's okay; I understand.
220,5,"It's okay, Phoebe."
220,6,"It's okay, I understand."
221,0,"Yes, it's been incredibly difficult."
221,1,"Oh, wow."
221,2,"It's tough when they're away, isn't it?"
221,3,This is a lot.
221,4,"It's been a lot, hasn't it?"
221,5,"I’m sorry, that sounds really stressful."
222,0,"Oh, wow!"
222,1,"Oh, yeah, I remember Doug."
222,2,He just told me I'm being laid off.
222,3,"Oh wow, that's a huge step, I bet you're feeling a lot right now."
222,4,Thank you.
222,5,"Oh, wow, that's wonderful, I'm so happy for you!"
222,6,I'm glad to hear things are finally looking up for you.
222,7,I suppose you could be right.
222,8,It sounds like you're really happy and relieved.
222,9,That sounds like a great way to celebrate!
222,11,That sounds like a great way to celebrate.
222,12,That sounds incredibly stressful.
222,13,"That sounds stressful, but I'm glad things are going well."
222,14,"I understand, it can be a lot to deal with."
222,15,"I understand, it's been a lot."
222,16,"Oh, honey, I'm so sorry, that sounds awful."
222,17,I understand.
222,18,"Oh, wow."
222,19,That sounds like a nightmare.
223,0,"I understand, it's frustrating when things don't go as planned."
223,1,I'm really sorry you're feeling frustrated right now.
223,2,"Hey, I'm sorry you're feeling frustrated."
223,3,Hey!
223,4,"Oh, you need it back, huh?"
223,5,"Oh, wow, that sounds... unpleasant."
223,6,"Oh, wow, that sounds like a real mess."
223,7,"Oh, that's a long time to wait."
223,8,"Oh, wow, that sounds really exciting."
223,9,"Oh, so you're feeling a little lonely right now?"
223,10,"Oh, wow, that's a tough one."
223,11,"Oh, come on, I was just trying to be friendly."
223,12,"I'm just feeling a little off today, that's all."
223,13,"I was just hoping we could, y'know, hang out."
223,14,It sounds like you're feeling pretty rejected right now.
224,0,It's... complicated.
224,1,"Nice to meet you, Jake."
224,2,"Yeah, I do."
224,3,"That's awesome, I love the Knicks too!"
224,4,"I'd love to, but I'm not sure if I can."
224,5,"Okay, sounds good, just let me know."
225,0,What's wrong?
225,1,"Yes, I was."
225,2,"Oh no, what happened?"
225,3,I just feel so drained.
225,4,"Oh no, that sounds frustrating."
225,5,"I know, it's the worst when you have to spend money on things like that."
225,6,I’m glad I could help.
225,7,"Oh, Ross, you really shouldn't have."
225,8,"No problem, I know you're stressed."
225,9,I can imagine that was really tough.
225,10,"I know, it's tough."
225,11,That must have been really tough.
226,0,"Yeah, it was... a disaster."
226,1,Thanks! I'm really happy to be here.
226,2,I'm sorry it had to end.
226,3,"Okay, I'll just be here."
226,4,I'm glad you're having fun!
226,5,I guess I misunderstood the invitation then.
226,6,It sounds like things are pretty chaotic right now.
226,7,"Oh, so you're introducing your friend to me?"
226,8,"I'm sorry, I didn't mean to make you feel that way."
226,9,I can understand why you're feeling that way.
226,10,"I'm a little nervous about this, too."
226,11,What's up with you?
226,12,I can see how that might have come off the wrong way.
226,13,I don't know what you're talking about.
226,17,"I understand, I'll catch you later."
226,18,I think I might need a drink.
226,19,It sounds like you're feeling pretty frustrated right now.
226,20,I hear you.
226,21,"I know, right?"
227,0,Hey! What's up?
228,0,I understand your frustration.
228,1,"Oh, I understand, it must be hard to admit you were wrong."
228,2,"I understand, and I'm truly sorry for how I acted."
228,3,"I know you're trying, and I appreciate that."
228,4,"Oh, Pheebs, that's really great to hear."
228,5,I'm really happy for you!
228,6,I'm so glad you think so!
228,7,"Oh, man."
229,0,I'm glad you enjoyed it.
229,1,Any time.
229,2,"Goodbye, and thanks again."
229,3,"Oh, wow, that sounds like a lot."
229,4,"Oh, wow, you must be feeling incredibly anxious right now."
230,0,That sounds like a really interesting and delicate combination.
230,1,"Oh, thank you, that's so sweet of you to say."
231,0,"Wow, that sounds really intense."
231,1,"Oh no, that sounds stressful."
231,2,"I'm so sorry, that sounds stressful."
231,3,It sounds like you're in a tough spot.
231,4,I understand you're disappointed.
231,5,"I know, I'm sorry, I'm just trying to lighten the mood."
231,6,I really wish I did.
231,7,I understand you're really stressed right now.
231,8,I understand you're really stressed right now.
231,9,I understand you're really frustrated right now.
231,10,"I know you're stressed, but I'm just trying to connect."
231,11,"I just want to spend some time with you, that’s all."
231,12,"I know you're busy, but this feels really important to me."
231,13,I understand you're frustrated and busy right now.
231,14,"I understand, it sounds like you're really stressed."
232,0,"I'm not sure yet, but I'll keep you updated."
232,1,I'm all ears.
232,2,That sounds like a really big deal to consider.
232,3,I didn't mean it like that; I'm sorry if it came off wrong.
232,4,That sounds like a really sensitive topic for you.
232,5,I didn't mean to make you feel that way.
232,6,It sounds like you're worried about something.
232,7,"No, of course not!"
232,8,Are you saying you don't think I'll find someone?
232,9,I didn't mean it like that.
232,10,That sounds terrifying!
232,11,"I'm so sorry, that must have been a shock."
232,12,I'm just trying to look nice.
232,13,"No, I just always look this good."
232,14,You seem nervous.
232,15,"Oh, right, I forgot."
232,16,You seem really worried.
232,17,I just want the best for my baby.
232,18,"Oh, wow, that explains a lot."
232,19,What's going on?
233,0,That's so thoughtful of you!
233,1,"Santa was busy, so he sent me instead."
234,1,I understand you're really desperate.
234,2,I understand how much you want this.
234,3,I understand.
234,4,"I know, it's so frustrating when things don't go as planned."
234,5,What would work?
234,6,I am so sorry you feel that way.
234,8,"I know, it's hard to believe."
234,9,I understand how confusing that must be.
234,10,I think I understand that feeling.
234,11,It's just that you sound so vulnerable right now.
235,0,"Oh, that must have felt so deflating."
235,1,"Yes, and it felt incredibly awkward, I’m not going to lie."
235,2,"Of course, anytime."
235,3,I'm so glad you were there to catch me; I'd have been mortified if I'd fallen!
235,4,I can imagine it must have felt amazing to pull it off.
235,5,You think I'm not as strong anymore?
235,6,"Alright, alright, I get it, you're feeling a bit sensitive about this."
235,7,"Okay, here we go."
235,8,"Oh, wow, I'm so sorry."
235,9,"I can’t believe you went through with it, that must have been terrifying."
236,0,Hey there.
236,1,"Oh, wow, that sounds like a lot to keep track of!"
236,2,"Oh, wow, you seem really excited about that!"
236,3,I'm glad you feel that way.
236,4,"Oh, wow, that's really kind of you."
236,5,"I'm sorry, I didn't realize I was making you feel that way."
236,6,"I'm sorry, I didn't realize I was hurting your feelings."
236,7,I'm really sorry.
236,9,"I'm sorry, I didn't mean to make you feel that way."
236,10,It sounds like you're feeling pretty self-conscious right now.
236,11,I can see how much this is upsetting you.
236,12,I guess I can see how that would feel.
236,13,I just feel like you're not taking me seriously.
236,14,You're welcome.
236,15,I guess I can’t blame you.
237,0,I'm so sorry you feel that way.
237,1,It feels like you're feeling pretty worthless right now.
237,2,It sounds like you're feeling pretty inadequate right now.
237,3,It sounds like you're feeling a bit down on yourself right now.
237,4,It sounds like you feel a little dismissed.
237,5,I'm really sorry you feel that way.
237,6,"I'm sorry, I didn't mean to make you feel like that."
237,7,I'm not sure I follow.
237,8,"I'm sorry, I didn't mean to hurt you."
237,9,"I'm sorry, too."
237,10,"I'm so relieved to hear that, Phoebe."
237,11,I didn't mean to make you feel this way.
238,0,It sounds incredibly frustrating.
238,1,I can't do this anymore.
238,2,That sounds like a lot of work.
238,3,"Alright, I can see how frustrating this is."
238,4,Sounds like you're feeling a bit stressed right now.
238,5,"Okay, I'm with you."
238,6,I can feel the urgency!
239,0,"That's a lot to take in, isn't it?"
239,1,That's a pretty intense thought.
239,2,"That's a pretty overwhelming idea, isn't it?"
239,3,I'm really scared to think about it.
239,4,"It's pretty amazing, isn't it?"
239,5,I'll miss you.
239,6,I can't believe you're leaving me hanging like this!
240,0,"Oh no, that sounds frustrating!"
240,1,"I can't seem to make him understand, no matter how I phrase it."
240,2,I can see how that might be frustrating.
240,3,I can't believe he's not even trying to understand.
240,4,Have a good trip.
240,5,Have a good trip!
240,6,I'm fine with whatever works best for you.
241,0,"Oh, wow, that sounds like it could be really awkward."
241,1,That sounds really uncomfortable.
241,2,"Oh no, what did he say?"
241,3,That must be a relief.
241,4,That sounds like a lot of pressure.
241,5,It sounds like you're feeling really pressured and conflicted right now.
241,6,That sounds incredibly stressful.
241,7,"Ugh, this is so stressful!"
241,8,It sounds like you're feeling really conflicted right now.
241,9,"That sounds really lovely, thanks."
241,10,"It sounds like a plan, but it's still a lot to take on."
241,11,That sounds like it could be a lot of fun.
241,12,"I know, it's like, you're already dreading it."
241,13,I'm just really not in the mood for this whole charade.
242,0,"Oh, Chandler, it's so nice to hear from you!"
242,1,"Oh, wow, that's a bit harsh."
242,2,"Oh, this sounds like it's going to be interesting."
242,3,"Yeah, I can see how it would sting a little."
242,4,I can imagine that was really painful.
242,5,"Yes, I’m so sorry."
242,6,I’m… I’m speechless.
243,0,"Oh, that sounds really frustrating."
243,1,"Oh no, are you alright?"
244,0,Hi!
244,1,Of course.
244,3,"Oh no, that must have been difficult."
244,4,He was really upset.
244,5,"Oh, that must have been tough to hear."
244,6,"Oh, wow, that must feel really conflicting right now."
245,0,What's on your mind?
245,1,That sounds really lovely.
245,2,I can see why you'd feel that way.
245,3,I can only imagine how exciting that must have been.
245,4,"No, he didn't."
245,5,"Oh, wow."
245,6,"Oh, I am so happy for you!"
245,7,"Aww, I can see how excited you are."
245,8,"It's the best feeling, isn't it?"
245,9,"Oh honey, don't say that."
245,10,I'm just so happy for you.
245,11,"You’re right, it’s a whole different kind of ache."
245,12,"I know, it's the worst."
245,13,"It's such a wonderful, scary feeling, isn't it?"
245,14,"It's hard to let go of those things, isn't it?"
245,15,It must be so bittersweet.
245,16,I don’t want a last kiss.
246,0,"Of course, I'm happy to help."
246,1,I understand that it could have been a difficult situation.
246,2,"Okay, I'm listening."
246,3,"I appreciate you saying that, it means a lot."
246,4,"It really wasn’t that hard, I just kept my cool."
246,5,I understand it's hard to focus right now.
246,6,"Oh, wow, that's a lot to take in."
247,0,I'm really looking forward to a good meal too.
247,1,"Oh, no, I am so sorry!"
247,2,"Oh honey, I can see you're stressed."
248,0,I understand.
248,1,I understand.
248,3,"I know, right?"
248,4,I can see how upsetting that must be.
248,5,I know how frustrating that can be.
248,6,That must feel really good for you right now.
248,7,I can see how that would be frustrating.
249,0,"Oh, that must have been so difficult."
249,1,"Oh, honey, I can see how that would be hard to watch."
249,2,"I understand, it can be a real hassle."
249,3,"I know, it's just that it's so much effort."
249,4,I can see how that would be disappointing.
249,5,"It's just not the same, is it?"
249,6,"I understand, it's hard to imagine Thanksgiving without all the traditional fixings."
249,7,"Oh, you're really set on this turkey, aren't you?"
249,8,I know I can be a bit overzealous sometimes.
249,9,"Wow, you are really excited about this turkey!"
249,10,"Oh, wow, you're really excited about this turkey!"
249,11,I am so very happy you feel that way!
249,13,I'm so glad you feel that way!
250,0,That's exciting!
250,1,"It's amazing, isn't it?"
250,2,"I know, right? It makes such a difference."
250,3,...the parking lot.
250,4,"Oh, wow..."
250,5,"Oh, that's... unexpected."
250,6,I can see why you'd say hi.
251,0,"Of course, I can help you with that."
251,1,"Thank you so much, I really appreciate it."
251,2,"Yes, that's the right one."
251,3,I am so frustrated right now!
251,4,I'm right here with you.
251,5,I'm here to help you.
251,6,You've got this!
252,0,"I'm sorry, I can't tell you that."
252,1,"Oh, so it's not what I was expecting?"
252,2,"Yes, it is Marcel."
252,3,"Oh, you must be so excited to talk about Marcel!"
252,4,"No, he's generally very peaceful."
252,5,That must be a relief.
252,6,I understand your concern.
252,7,"I'm just a little worried, that's all."
252,8,You seem worried about Marcel.
252,9,I'm just trying to get a sense of what he's like.
252,10,"I'm starting to get a little worried, to be honest."
252,13,I understand your concern.
252,14,"Oh no, that's awful!"
252,15,"Oh no, that sounds awful."
252,16,"Oh, no."
252,17,"Oh, that must be so exciting!"
252,18,"I know, I know, I'm just so excited for him."
252,19,I don't think that's a good idea.
253,0,You're welcome.
253,1,I'm glad it worked out for you.
253,2,"Oh, Janice, that must have felt a little embarrassing."
253,3,"No, I'm here."
253,4,"Oh, thank goodness."
253,5,"Oh, that must be a huge relief."
253,6,I'm so sorry; that must be incredibly difficult.
253,7,"Oh, wow, that's intense."
253,8,That's a huge relief!
253,9,I can understand why you'd be feeling that way.
253,10,"It's understandable to feel that way, after all you've been through."
253,11,"I'm sure it will be, but it's understandable to be nervous."
254,0,"I can't find it anywhere, and I'm starting to panic."
254,1,"Oh honey, what's wrong?"
254,2,I just want it back.
254,3,I'm not going to let you have it.
254,4,I just really need it right now.
254,5,"Please, Phoebe, let's just talk about this."
254,6,I just want to see it.
254,7,I'm sorry you're upset.
254,8,You seem really upset.
254,9,I can see you're really frustrated right now.
255,0,I can only imagine how confusing and unsettling that must be.
255,1,I'm so sorry; that must be incredibly jarring.
255,2,"I'm so sorry, I understand this is a lot to take in."
255,3,"I'm so sorry, I just assumed."
255,4,I wasn't.
255,5,I understand.
255,6,"I'm so sorry, I understand how bad this is."
255,7,"Oh, Ethan..."
255,8,"I know, it's probably a terrible time to say it."
255,9,I just... I don't know what to say.
255,10,I'm trying.
255,11,"I know, and I'm sorry."
255,12,"I know, this is a mess."
255,13,I'm not sure what that means.
255,14,I'm so sorry.
255,15,"Oh, honey."
256,0,I know how frustrating that must be.
256,1,I'm starting to feel a little claustrophobic.
256,2,"I'm so sorry, I know how much you want this."
256,3,I just want this to be over.
256,4,I can only imagine how frustrating that must be.
256,5,"That would be ideal, wouldn't it?"
256,6,"Oh, honey, I can hear how much you just want to escape."
256,7,"I'm so sorry, this must be really hard."
256,8,"It's awful, isn't it, when it feels like it'll never end?"
256,9,"I'm so sorry, I can only imagine."
256,10,"Of course, I'm on it."
256,11,"I'm sorry, it's alright."
256,12,I'm so sorry.
256,13,"I am so sorry, I can only imagine how you must be feeling."
256,14,"I'm so sorry, this must be awful."
256,15,I just want this to be over.
257,0,It sounds like you're trying to reassure yourself.
257,1,I can only imagine how stressful this is.
257,2,"I know, it’s so hard."
257,3,I understand.
257,4,"I know, it's so hard to look at, isn't it?"
257,5,I am terrified.
257,6,I understand.
258,0,"Hey, it's good to see you too."
258,1,"Okay, I'm listening."
258,2,I'm not sure I understand what you mean.
258,3,I can see you're trying to put on a brave face.
258,4,"It sounds like you're trying to downplay things, but I sense some hurt."
258,5,You sound really hurt.
258,6,It sounds like you're really trying to protect yourself right now.
259,0,"Oh, that must have been so difficult."
259,1,I understand that must have been really upsetting.
259,2,"I'm so sorry, I know that's upsetting."
259,3,"Oh, no, I understand how upsetting that must be."
260,0,I just feel so lost right now.
260,1,"Oh, honey, that's so disappointing."
260,2,"I know, it's awful to have someone let you down like that."
260,3,"Oh, honey, that’s so disappointing."
260,4,"Oh, honey, that sounds incredibly frustrating and hurtful."
260,5,That must feel incredibly frustrating and hurtful.
260,6,It really does.
260,7,"Okay, okay, I get it."
260,8,"To the coffee shop, I need caffeine and some air."
260,9,"Okay, I get it, you're frustrated."
260,10,"I know, I know, but I need to know."
260,11,"Woah, okay, I get it, you're really fired up right now."
261,0,It's such a relief to hear that.
261,1,I'm so glad we finally agree on something!
261,2,"Oh, this is going to be good!"
261,3,"I know, right?"
261,4,I understand; it's okay to feel that way.
261,5,I'm sorry.
261,6,"Yeah, I could eat."
261,7,"Okay, let's go then."
261,8,"I'm really sorry, I didn't mean to."
262,0,I'm here for you.
262,1,"You're right, it's a quick sting but then it's over."
262,2,"I know it's scary, but you'll get through it."
262,3,"Oh, wow."
262,4,"Oh, honey, that sounds really hard."
263,0,"Really? I hadn't noticed, but now I'm feeling a little self-conscious."
263,1,"I know, right? It's such a confidence boost!"
263,2,"I'm so nervous, but maybe I will."
263,3,"Oh, right."
263,4,"I know it's tempting, but it's not worth it."
263,5,"Oh, wow, that's a really tough situation."
263,6,"Oh, honey, I am so sorry, I didn't realize."
